plot_id,a_hhid,resp_id,latitude,longitude,unique_id
p1_1,10010013,100100131,30.3053862400232,74.7464003786444,110010013
p1_2,10010013,100100131,30.3055732310132,74.7460275515913,110010013
p1_3,10010013,100100131,30.3059721053386,74.7460651025176,110010013
p1_4,10010013,100100131,30.3059703685889,74.7464265301823,110010013
p1_5,10010013,100100131,30.3065194694235,74.7464275360107,110010013
p1_6,10010013,100100131,30.3065055755025,74.747128598392,110010013
p1_7,10010013,100100131,30.3057723789199,74.7471108287572,110010013
p1_8,10010013,100100131,30.3057628267766,74.7464084252715,110010013
p1_9,10010013,100100131,30.3053862400232,74.7464003786444,110010013
p1_1,10010033,100100331,30.3091977753689,74.7380613908171,110010033
p1_2,10010033,100100331,30.3095320881137,74.7380499914288,110010033
p1_3,10010033,100100331,30.3097303596358,74.7377093508839,110010033
p1_4,10010033,100100331,30.3097294912942,74.7372915968298,110010033
p1_5,10010033,100100331,30.3091861974179,74.7372976318001,110010033
p1_6,10010033,100100331,30.3091977753689,74.7380613908171,110010033
p1_1,10010034,100100341,30.3357149291447,74.770660623908,110010034
p1_2,10010034,100100341,30.3364794428033,74.7706723585724,110010034
p1_3,10010034,100100341,30.3364985410999,74.7679207473993,110010034
p1_4,10010034,100100341,30.3354712789499,74.7679428756237,110010034
p1_5,10010034,100100341,30.335531468128,74.7683472186326,110010034
p1_6,10010034,100100341,30.3356032320998,74.769310131669,110010034
p1_7,10010034,100100341,30.3357149291447,74.770660623908,110010034
p1_1,10010039,100100391,30.312649969901,74.7812804952263,110010039
p1_2,10010039,100100391,30.3126687834057,74.7801948711276,110010039
p1_3,10010039,100100391,30.3121778944691,74.780182801187,110010039
p1_4,10010039,100100391,30.3121938136653,74.7806997969746,110010039
p1_5,10010039,100100391,30.312649969901,74.7812804952263,110010039
p1_1,10010068,100100681,30.3012523744224,74.7439337521791,110010068
p1_2,10010068,100100681,30.3038005652481,74.7437181696295,110010068
p1_3,10010068,100100681,30.3037473037298,74.7452218830585,110010068
p1_4,10010068,100100681,30.3010867961735,74.7452688217163,110010068
p1_5,10010068,100100681,30.3010184805907,74.7439612448215,110010068
p1_6,10010068,100100681,30.3012523744224,74.7439337521791,110010068
p1_1,10010075,100100751,30.3026725148418,74.8050358146429,110010075
p1_2,10010075,100100751,30.3026565940991,74.8064865544438,110010075
p1_3,10010075,100100751,30.303227712943,74.8062019050121,110010075
p1_4,10010075,100100751,30.3032323444051,74.8050562664866,110010075
p1_5,10010075,100100751,30.3026725148418,74.8050358146429,110010075
p1_1,10010116,100101161,30.3472722801153,74.7469643130898,110010116
p1_2,10010116,100101161,30.347195605977898,74.7469401732087,110010116
p1_3,10010116,100101161,30.3473900398999,74.7462780028581,110010116
p1_4,10010116,100101161,30.348410811653,74.7462689504027,110010116
p1_5,10010116,100101161,30.3484093649886,74.7496669739484,110010116
p1_6,10010116,100101161,30.3472853002459,74.7497367113828,110010116
p1_7,10010116,100101161,30.3472722801153,74.7469643130898,110010116
p1_1,10010122,100101221,30.3066476986429,74.7775673121213,110010122
p1_2,10010122,100101221,30.306661882,74.7764786705374,110010122
p1_3,10010122,100101221,30.3056004401987,74.7764756530523,110010122
p1_4,10010122,100101221,30.3056172288413,74.7775542363524,110010122
p1_5,10010122,100101221,30.3066476986429,74.7775673121213,110010122
p1_1,10010127,100101271,30.3154279618458,74.7847697138786,110010127
p1_2,10010127,100101271,30.316462959337098,74.78610008955,110010127
p1_3,10010127,100101271,30.3164748258557,74.7847355157136,110010127
p1_4,10010127,100101271,30.3158814981659,74.7847318276762,110010127
p1_5,10010127,100101271,30.3156059613538,74.7847438976168,110010127
p1_6,10010127,100101271,30.3154279618458,74.7847697138786,110010127
p1_1,10010145,100101451,30.3053989762629,74.765258654952,110010145
p1_2,10010145,100101451,30.305397239503,74.7659248486161,110010145
p1_3,10010145,100101451,30.3042877331193,74.7659251838922,110010145
p1_4,10010145,100101451,30.3043149426617,74.7652677074074,110010145
p1_5,10010145,100101451,30.3053989762629,74.765258654952,110010145
p1_1,10010164,100101641,30.3246985564433,74.8083885759115,110010164
p1_2,10010164,100101641,30.3246629598714,74.8077699914574,110010164
p1_3,10010164,100101641,30.3246748253968,74.8077153414487,110010164
p1_4,10010164,100101641,30.3230535761442,74.8077052831649,110010164
p1_5,10010164,100101641,30.3230370798964,74.8083996400237,110010164
p1_6,10010164,100101641,30.3246985564433,74.8083885759115,110010164
p1_1,10010171,100101711,30.3065353895388,74.749214015901,110010171
p1_2,10010171,100101711,30.3063958713489,74.7492203861474,110010171
p1_3,10010171,100101711,30.3064062918015,74.7497286647558,110010171
p1_4,10010171,100101711,30.3070856450283,74.7497051954269,110010171
p1_5,10010171,100101711,30.3070700144574,74.7492301091551,110010171
p1_6,10010171,100101711,30.3076138989704,74.7491972520947,110010171
p1_7,10010171,100101711,30.3076086888084,74.7485169768333,110010171
p1_8,10010171,100101711,30.3065388630182,74.7485270351171,110010171
p1_9,10010171,100101711,30.3065353895388,74.749214015901,110010171
p1_1,10010214,100102141,30.3102939116843,74.7481770068407,110010214
p1_2,10010214,100102141,30.3102918855657,74.7477220371365,110010214
p1_3,10010214,100102141,30.3093517619869,74.7477622702717,110010214
p1_4,10010214,100102141,30.3093488675039,74.7481505200266,110010214
p1_5,10010214,100102141,30.3102939116843,74.7481770068407,110010214
p1_1,10020001,100200011,30.5065319042055,75.2514341846108,110020001
p1_2,10020001,100200011,30.5065651235927,75.2523642405867,110020001
p1_3,10020001,100200011,30.5054818768554,75.2524349838495,110020001
p1_4,10020001,100200011,30.5054278586356,75.2515260502696,110020001
p1_5,10020001,100200011,30.5054579008578,75.2514884993433,110020001
p1_6,10020001,100200011,30.5065319042055,75.2514341846108,110020001
p1_1,10020002,100200021,30.5070533028446,75.2549780532717,110020002
p1_2,10020002,100200021,30.5075640108235,75.2549579367041,110020002
p1_3,10020002,100200021,30.5075888528853,75.2555084601044,110020002
p1_4,10020002,100200021,30.5080622951521,75.2554987370967,110020002
p1_5,10020002,100200021,30.5080903145429,75.2561200037598,110020002
p1_6,10020002,100200021,30.5071078978867,75.2561320737004,110020002
p1_7,10020002,100200021,30.5070533028446,75.2549780532717,110020002
p1_1,10020022,100200221,30.5043356442354,75.2546645700931,110020022
p1_2,10020022,100200221,30.5053781734016,75.2546058967709,110020022
p1_3,10020022,100200221,30.5054012828159,75.2550618723034,110020022
p1_4,10020022,100200221,30.5049445819969,75.2551104873418,110020022
p1_5,10020022,100200221,30.5049330272362,75.2555366232991,110020022
p1_6,10020022,100200221,30.5042674707003,75.255573503673,110020022
p1_7,10020022,100200221,30.5042723815074,75.255306623876,110020022
p1_8,10020022,100200221,30.5043356442354,75.2546645700931,110020022
p1_1,10020039,100200391,30.5017372165858,75.2742047980427,110020039
p1_2,10020039,100200391,30.502707843597,75.2742004394531,110020039
p1_3,10020039,100200391,30.5026925331866,75.2736033126711,110020039
p1_4,10020039,100200391,30.5017143951794,75.2736076712608,110020039
p1_5,10020039,100200391,30.5017372165858,75.2742047980427,110020039
p1_1,10020046,100200461,30.5043916851564,75.2548006922006,110020046
p1_2,10020046,100200461,30.5054131263886,75.2548697590827,110020046
p1_3,10020046,100200461,30.5054339248543,75.2555781975388,110020046
p1_4,10020046,100200461,30.5053992607423,75.256302729249,110020046
p1_5,10020046,100200461,30.5048307675437,75.256295017898,110020046
p1_6,10020046,100200461,30.5047989919112,75.2560801059007,110020046
p1_7,10020046,100200461,30.5042486940826,75.2561689540743,110020046
p1_8,10020046,100200461,30.5043916851564,75.2548006922006,110020046
p1_1,10020054,100200541,30.516466883744,75.2582238614559,110020054
p1_2,10020054,100200541,30.5164437769597,75.2575995773077,110020054
p1_3,10020054,100200541,30.5168186838572,75.2575838193297,110020054
p1_4,10020054,100200541,30.5168513220626,75.2582201734185,110020054
p1_5,10020054,100200541,30.516466883744,75.2582238614559,110020054
p1_1,10020062,100200621,30.5156179946484,75.2675314620137,110020062
p1_2,10020062,100200621,30.5169515472798,75.2674975991249,110020062
p1_3,10020062,100200621,30.5167669826068,75.2670600637793,110020062
p1_4,10020062,100200621,30.516574907888,75.2665796130895,110020062
p1_5,10020062,100200621,30.5165295608689,75.2664843946695,110020062
p1_6,10020062,100200621,30.5155720695081,75.2665118873119,110020062
p1_7,10020062,100200621,30.5155790016061,75.2668401226401,110020062
p1_8,10020062,100200621,30.5155743802075,75.2671234309673,110020062
p1_9,10020062,100200621,30.5155859337037,75.2673899754881,110020062
p1_10,10020062,100200621,30.515612795577,75.2674620598554,110020062
p1_11,10020062,100200621,30.5156179946484,75.2675314620137,110020062
p1_1,10020070,100200701,30.5151451668509,75.2525778114795,110020070
p1_2,10020070,100200701,30.51514314498,75.2531192824244,110020070
p1_3,10020070,100200701,30.5156731625556,75.2530904486775,110020070
p1_4,10020070,100200701,30.5156179946484,75.2525979280472,110020070
p1_5,10020070,100200701,30.51402937656,75.2527655661106,110020070
p1_6,10020070,100200701,30.514031109612,75.2531273290514,110020070
p1_7,10020070,100200701,30.5151183048484,75.2531548216938,110020070
p1_8,10020070,100200701,30.5151451668509,75.2525778114795,110020070
p1_1,10020077,100200771,30.5079279752802,75.2714189887046,110020077
p1_2,10020077,100200771,30.5079271086997,75.2711718901991,110020077
p1_3,10020077,100200771,30.5079097770897,75.2709948644042,110020077
p1_4,10020077,100200771,30.5062519943091,75.2710666134953,110020077
p1_5,10020077,100200771,30.5062782810313,75.2714944258332,110020077
p1_6,10020077,100200771,30.5079279752802,75.2714189887046,110020077
p1_1,10020134,100201341,30.5081671511813,75.2565025538206,110020134
p1_2,10020134,100201341,30.507651246873,75.2565588802099,110020134
p1_3,10020134,100201341,30.5076633790326,75.257460437715,110020134
p1_4,10020134,100201341,30.5076350706578,75.2575968950986,110020134
p1_5,10020134,100201341,30.5079109325304,75.2575653791427,110020134
p1_6,10020134,100201341,30.5079785257914,75.257476195693,110020134
p1_7,10020134,100201341,30.5080510296216,75.2575600147247,110020134
p1_8,10020134,100201341,30.5081729283697,75.2575442567467,110020134
p1_9,10020134,100201341,30.5081671511813,75.2565025538206,110020134
p1_1,10020140,100201401,30.503038894523,75.2791005000472,110020140
p1_2,10020140,100201401,30.503046405264,75.2794468402862,110020140
p1_3,10020140,100201401,30.5029944078149,75.2794840559363,110020140
p1_4,10020140,100201401,30.5029536764604,75.2794988080859,110020140
p1_5,10020140,100201401,30.5029851638211,75.279699973762,110020140
p1_6,10020140,100201401,30.5032503505457,75.2796781808137,110020140
p1_7,10020140,100201401,30.5032723049698,75.2796600759029,110020140
p1_8,10020140,100201401,30.5032890596585,75.2796221897006,110020140
p1_9,10020140,100201401,30.5033205469106,75.2795786038041,110020140
p1_10,10020140,100201401,30.5033300797464,75.2790817245841,110020140
p1_11,10020140,100201401,30.503038894523,75.2791005000472,110020140
p1_1,10100009,101000091,30.3637653711254,74.8953012004494,110100009
p1_2,10100009,101000091,30.3617793924083,74.8951191455125,110100009
p1_3,10100009,101000091,30.3617524881227,74.8957826569676,110100009
p1_4,10100009,101000091,30.3636563096844,74.8959194496273,110100009
p1_5,10100009,101000091,30.3637653711254,74.8953012004494,110100009
p1_1,10100011,101000111,30.3707615385745,74.8768432438373,110100011
p1_2,10100011,101000111,30.3706999247301,74.8774698749184,110100011
p1_3,10100011,101000111,30.3717751241318,74.8775486648082,110100011
p1_4,10100011,101000111,30.3718138854713,74.8768958821892,110100011
p1_5,10100011,101000111,30.3707615385745,74.8768432438373,110100011
p1_1,10100035,101000351,30.363968161439,74.8910763859748,110100035
p1_2,10100035,101000351,30.362674751243,74.8909369111061,110100035
p1_3,10100035,101000351,30.3626041642852,74.8916560783982,110100035
p1_4,10100035,101000351,30.3639134862032,74.8917580023407,110100035
p1_5,10100035,101000351,30.363968161439,74.8910763859748,110100035
p1_1,10100078,101000781,30.3685489119083,74.8905362561345,110100078
p1_2,10100078,101000781,30.3685659790333,74.8911558464169,110100078
p1_3,10100078,101000781,30.3677455965712,74.8911283537745,110100078
p1_4,10100078,101000781,30.367728529303,74.8909566923975,110100078
p1_5,10100078,101000781,30.3680461535683,74.8910116776823,110100078
p1_6,10100078,101000781,30.3680377645982,74.8904443904757,110100078
p1_7,10100078,101000781,30.3685489119083,74.8905362561345,110100078
p1_1,10100125,101001251,30.3651880766061,74.8841029778122,110100125
p1_2,10100125,101001251,30.3641952513766,74.8840325698256,110100125
p1_3,10100125,101001251,30.3642791443412,74.882595911622,110100125
p1_4,10100125,101001251,30.3657281669837,74.8827437683939,110100125
p1_5,10100125,101001251,30.3656847747229,74.8834703117609,110100125
p1_6,10100125,101001251,30.3652369654668,74.8834216967225,110100125
p1_7,10100125,101001251,30.3651880766061,74.8841029778122,110100125
p1_1,10100189,101001891,30.3510130370491,74.8872720077633,110100189
p1_2,10100189,101001891,30.3509337619139,74.8887465521693,110100189
p1_3,10100189,101001891,30.350427441104,74.888756275177,110100189
p1_4,10100189,101001891,30.3503539520373,74.8891539126634,110100189
p1_5,10100189,101001891,30.349823903276,74.8891247436404,110100189
p1_6,10100189,101001891,30.3499367414079,74.8872042819857,110100189
p1_7,10100189,101001891,30.3510130370491,74.8872720077633,110100189
p1_1,10100229,101002291,30.3493172873932,74.8885410279035,110100229
p1_2,10100229,101002291,30.3493812293482,74.887868463993,110100229
p1_3,10100229,101002291,30.3471655149793,74.8876827210187,110100229
p1_4,10100229,101002291,30.3465587743114,74.8882929235697,110100229
p1_5,10100229,101002291,30.348566472623,74.8884779959917,110100229
p1_6,10100229,101002291,30.3485823859053,74.8881470784544,110100229
p1_7,10100229,101002291,30.3487698731085,74.8881205916404,110100229
p1_8,10100229,101002291,30.3487791317265,74.8884726315736,110100229
p1_9,10100229,101002291,30.3493172873932,74.8885410279035,110100229
p1_1,10100240,101002401,30.3729576273344,74.9035137891769,110100240
p1_2,10100240,101002401,30.3729101886359,74.9042939767241,110100240
p1_3,10100240,101002401,30.3719576494099,74.9041756242513,110100240
p1_4,10100240,101002401,30.3719912039405,74.9034832790493,110100240
p1_5,10100240,101002401,30.3729576273344,74.9035137891769,110100240
p1_1,10120014,101200141,30.5121102912873,75.1712575927376,110120014
p1_2,10120014,101200141,30.5132096394724,75.1692087203264,110120014
p1_3,10120014,101200141,30.5117333442894,75.1691899448633,110120014
p1_4,10120014,101200141,30.5116966604805,75.1712649688124,110120014
p1_5,10120014,101200141,30.5121102912873,75.1712575927376,110120014
p1_1,10120021,101200211,30.5176505214249,75.1692972332239,110120021
p1_2,10120021,101200211,30.5181172716088,75.1693277433514,110120021
p1_3,10120021,101200211,30.518143555123,75.1686045527458,110120021
p1_4,10120021,101200211,30.5174237886269,75.1686286926269,110120021
p1_5,10120021,101200211,30.5176505214249,75.1692972332239,110120021
p1_1,10120027,101200271,30.5101799028488,75.1437552273273,110120027
p1_2,10120027,101200271,30.5092237932305,75.1441082730889,110120027
p1_3,10120027,101200271,30.5090467241637,75.1441974565386,110120027
p1_4,10120027,101200271,30.5087284034316,75.1443952694535,110120027
p1_5,10120027,101200271,30.5086934516362,75.1444264501333,110120027
p1_6,10120027,101200271,30.5087125162534,75.1446997001767,110120027
p1_7,10120027,101200271,30.5107737837269,75.1446883007883,110120027
p1_8,10120027,101200271,30.5101799028488,75.1437552273273,110120027
p1_1,10120029,101200291,30.512339924949,75.1573399454355,110120029
p1_2,10120029,101200291,30.5123272156788,75.1576986908912,110120029
p1_3,10120029,101200291,30.5119063645872,75.1576836034655,110120029
p1_4,10120029,101200291,30.5119144523398,75.1574304699897,110120029
p1_5,10120029,101200291,30.5119488252809,75.1574321463704,110120029
p1_6,10120029,101200291,30.5119540245483,75.157325528562,110120029
p1_7,10120029,101200291,30.512339924949,75.1573399454355,110120029
p1_1,10120160,101201601,30.5225616839673,75.1571622490882,110120160
p1_2,10120160,101201601,30.5221189270216,75.157135091722,110120160
p1_3,10120160,101201601,30.522146942361,75.1575116068124,110120160
p1_4,10120160,101201601,30.5225492648502,75.1575156301259,110120160
p1_5,10120160,101201601,30.5225616839673,75.1571622490882,110120160
p1_1,10120165,101201651,30.5106709524727,75.1657084375619,110120165
p1_2,10120165,101201651,30.5092983181247,75.1656806096434,110120165
p1_3,10120165,101201651,30.5093448239406,75.1664212346076,110120165
p1_4,10120165,101201651,30.5106848173672,75.1664735376834,110120165
p1_5,10120165,101201651,30.5106709524727,75.1657084375619,110120165
p1_1,10120214,101202141,30.5202340826451,75.154669471085,110120214
p1_2,10120214,101202141,30.5200864936859,75.1546460017561,110120214
p1_3,10120214,101202141,30.5184554907933,75.1546379551291,110120214
p1_4,10120214,101202141,30.5184433599804,75.1553370058536,110120214
p1_5,10120214,101202141,30.5200076446981,75.1553463935852,110120214
p1_6,10120214,101202141,30.5202340826451,75.154669471085,110120214
p1_1,10140002,101400021,30.0433442679586,74.8306096717715,110140002
p1_2,10140002,101400021,30.0433079891092,74.8309187963604,110140002
p1_3,10140002,101400021,30.0438414319718,74.8310113325715,110140002
p1_4,10140002,101400021,30.0438364980739,74.8310626298189,110140002
p1_5,10140002,101400021,30.0441998644907,74.8311021924018,110140002
p1_6,10140002,101400021,30.0443118925262,74.8308105021715,110140002
p1_7,10140002,101400021,30.0433442679586,74.8306096717715,110140002
p1_1,10140003,101400031,30.0460538251082,74.8268073052167,110140003
p1_2,10140003,101400031,30.0462947097421,74.8262597993016,110140003
p1_3,10140003,101400031,30.0470524767406,74.8264039680361,110140003
p1_4,10140003,101400031,30.0467869251968,74.8269538208842,110140003
p1_5,10140003,101400031,30.0460538251082,74.8268073052167,110140003
p1_1,10140007,101400071,30.0536321232451,74.831148460507407,110140007
p1_2,10140007,101400071,30.0538230750539,74.8299304023385,110140007
p1_3,10140007,101400071,30.0525981331192,74.8296947032213,110140007
p1_4,10140007,101400071,30.0530891564393,74.8310083150863,110140007
p1_5,10140007,101400071,30.0536321232451,74.831148460507407,110140007
p1_1,10140029,101400291,30.0431498131707,74.8418400809168,110140029
p1_2,10140029,101400291,30.0434551360399,74.8419188708066,110140029
p1_3,10140029,101400291,30.043602863212,74.8408922553062,110140029
p1_4,10140029,101400291,30.0445199857169,74.8410283774137,110140029
p1_5,10140029,101400291,30.0446941219423,74.8399635404348,110140029
p1_6,10140029,101400291,30.0441763560009,74.8398458585143,110140029
p1_7,10140029,101400291,30.0440817415286,74.8406230285763,110140029
p1_8,10140029,101400291,30.043304506339,74.8404832184314,110140029
p1_9,10140029,101400291,30.0431498131707,74.8418400809168,110140029
p1_1,10140047,101400471,30.0411976981367,74.8301788419485,110140047
p1_2,10140047,101400471,30.0412899934694,74.8297610878944,110140047
p1_3,10140047,101400471,30.0405403090819,74.8291083052754,110140047
p1_4,10140047,101400471,30.0402599378536,74.8288390785455,110140047
p1_5,10140047,101400471,30.0401142373782,74.8299719765782,110140047
p1_6,10140047,101400471,30.0411976981367,74.8301788419485,110140047
p1_1,10140048,101400481,30.0467956318161,74.842657148838,110140048
p1_2,10140048,101400481,30.0465309502479,74.8426001518964,110140048
p1_3,10140048,101400481,30.0467587737892,74.8412181437015,110140048
p1_4,10140048,101400481,30.0470057513293,74.8412771522998,110140048
p1_5,10140048,101400481,30.0467956318161,74.842657148838,110140048
p1_1,10140073,101400731,30.0329740711035,74.816662184894,110140073
p1_2,10140073,101400731,30.0333215130531,74.8143705725669,110140073
p1_3,10140073,101400731,30.0340071050397,74.8148580640554,110140073
p1_4,10140073,101400731,30.0337609658714,74.8168244585394,110140073
p1_5,10140073,101400731,30.0329740711035,74.816662184894,110140073
p1_1,10140074,101400741,30.0584522378431,74.8495272919535,110140074
p1_2,10140074,101400741,30.0580689007736,74.8491997271776,110140074
p1_3,10140074,101400741,30.0574653087383,74.8499473929405,110140074
p1_4,10140074,101400741,30.0567824908125,74.8491544649004,110140074
p1_5,10140074,101400741,30.0567520207146,74.8489009961485,110140074
p1_6,10140074,101400741,30.0567520207146,74.8487554863095,110140074
p1_7,10140074,101400741,30.057704134296,74.8485439270734,110140074
p1_8,10140074,101400741,30.0586611718813,74.8482931405305,110140074
p1_9,10140074,101400741,30.0589603530489,74.8491631820798,110140074
p1_10,10140074,101400741,30.0584522378431,74.8495272919535,110140074
p1_1,10140081,101400811,30.0584165449008,74.8569151014089,110140081
p1_2,10140081,101400811,30.0583825930657,74.8567260056734,110140081
p1_3,10140081,101400811,30.0590990613727,74.8564011231064,110140081
p1_4,10140081,101400811,30.0593172799322,74.8572285845875,110140081
p1_5,10140081,101400811,30.0586861278619,74.8575276508927,110140081
p1_6,10140081,101400811,30.0575799334703,74.8579859733581,110140081
p1_7,10140081,101400811,30.0573736088571,74.8573533073067,110140081
p1_8,10140081,101400811,30.0584278621766,74.856931194663,110140081
p1_9,10140081,101400811,30.0584165449008,74.8569151014089,110140081
p1_1,10140083,101400831,30.0400207799883,74.8306753858923,110140083
p1_2,10140083,101400831,30.0399212274543,74.8313620314002,110140083
p1_3,10140083,101400831,30.0401470345158,74.8314096406102,110140083
p1_4,10140083,101400831,30.0401812828427,74.8314579203724,110140083
p1_5,10140083,101400831,30.0409724739451,74.8315320163965,110140083
p1_6,10140083,101400831,30.0410752180342,74.8308721929788,110140083
p1_7,10140083,101400831,30.0400207799883,74.8306753858923,110140083
p1_1,10140097,101400971,30.0494502443448,74.8346755653619,110140097
p1_2,10140097,101400971,30.0493567957625,74.8357028514147,110140097
p1_3,10140097,101400971,30.0507614173296,74.8359613493084,110140097
p1_4,10140097,101400971,30.050927997161,74.8349759727716,110140097
p1_5,10140097,101400971,30.0494502443448,74.8346755653619,110140097
p1_1,10140101,101401011,30.0516604807604,74.8432019725441,110140101
